Crosswalk,CurbRamp,NoCurbRamp,NoSidewalk,Obstacle,Other,Signal,SurfaceProblem,lat,lon
0,0,0,0,0,0,0,2,41.47586,-87.69822
0,0,0,0,0,0,0,3,41.475864,-87.69792
0,0,0,0,0,0,0,1,41.47593,-87.698296
0,0,0,0,0,0,0,4,41.475952,-87.69803
0,2,0,0,0,0,0,0,41.47596,-87.68168
2,0,0,0,0,0,0,0,41.475964,-87.68188
4,0,0,0,0,0,0,0,41.475994,-87.681755
0,2,0,0,0,0,0,0,41.47604,-87.68185
0,0,4,0,0,0,0,0,41.476147,-87.68515
0,0,4,0,0,0,0,0,41.476162,-87.68524
0,0,0,0,2,0,0,0,41.47617,-87.68156
0,0,5,0,0,0,0,0,41.476185,-87.68526
0,0,0,0,0,0,0,2,41.47619,-87.69823
0,0,0,0,3,0,0,0,41.476192,-87.68771
0,0,0,0,0,0,0,2,41.476196,-87.68229
0,0,0,0,3,0,0,0,41.476215,-87.68642
0,0,0,0,0,0,0,2,41.476246,-87.68638
3,0,0,0,0,0,0,0,41.476288,-87.69847
0,0,0,0,0,0,0,5,41.47629,-87.69705
0,1,0,0,0,0,0,0,41.4763,-87.69839
0,1,0,0,0,0,0,0,41.476326,-87.69835
0,0,0,4,0,0,0,0,41.47635,-87.69711
2,0,0,0,0,0,0,0,41.476376,-87.69838
0,1,0,0,0,0,0,0,41.476414,-87.69842
0,1,0,0,0,0,0,0,41.476418,-87.69845
0,0,0,0,4,0,0,0,41.476463,-87.682915
0,0,0,0,0,0,0,1,41.47648,-87.69837
0,4,0,0,0,0,0,0,41.47649,-87.686165
0,1,0,0,0,0,0,0,41.47659,-87.681274
1,0,0,0,0,0,0,0,41.476616,-87.68136
0,1,0,0,0,0,0,0,41.47664,-87.68141
